filename,width,height,class,xmin,ymin,xmax,ymax
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:14:53.63.jpg,1920,1080,ball,834,231,886,284
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:21:38.84.jpg,1920,1080,ball,1051,303,1136,378
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:15:07.29.jpg,1920,1080,ball,992,221,1143,381
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:16:53.34.jpg,1920,1080,ball,1119,77,1184,151
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0318.jpg,1920,1080,ball,878,46,918,90
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2134.jpg,1920,1080,ball,918,48,973,96
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:13:45.96.jpg,1920,1080,ball,1036,350,1130,442
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1071.jpg,1920,1080,ball,999,29,1046,76
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0362.jpg,1920,1080,ball,900,223,945,272
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3360.jpg,1920,1080,ball,748,136,845,215
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1950.jpg,1920,1080,ball,1169,85,1231,145
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1920.jpg,1920,1080,ball,1145,43,1178,80
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1015.jpg,1920,1080,ball,1187,87,1245,146
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3273.jpg,1920,1080,ball,762,78,804,122
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:24:45.01.jpg,1920,1080,ball,1181,176,1289,289
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1062.jpg,1920,1080,ball,1142,258,1205,318
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0356.jpg,1920,1080,ball,994,32,1036,92
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0444.jpg,1920,1080,ball,1253,94,1301,146
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2605.jpg,1920,1080,ball,1160,43,1196,89
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:16:46.35.jpg,1920,1080,ball,1311,225,1415,330
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2380.jpg,1920,1080,ball,810,241,852,287
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2687.jpg,1920,1080,ball,918,57,960,96
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1151.jpg,1920,1080,ball,760,73,815,124
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0168.jpg,1920,1080,ball,1108,55,1150,99
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2280.jpg,1920,1080,ball,1099,36,1139,83
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0423.jpg,1920,1080,ball,924,27,953,73
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:20:11.13.jpg,1920,1080,ball,963,54,1013,112
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:22:25.38.jpg,1920,1080,ball,559,290,683,430
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3069.jpg,1920,1080,ball,1041,24,1083,74
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:16:40.85.jpg,1920,1080,ball,1227,170,1313,264
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:16:00.15.jpg,1920,1080,ball,725,104,796,175
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2654.jpg,1920,1080,ball,1017,20,1053,67
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:21:01.74.jpg,1920,1080,ball,1208,105,1274,176
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:14:27.5.jpg,1280,720,ball,730,306,791,378
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2783.jpg,1920,1080,ball,1153,43,1203,92
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3910.jpg,1920,1080,ball,692,120,767,196
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:25:08.68.jpg,1920,1080,ball,942,232,995,287
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0651.jpg,1920,1080,ball,1122,41,1166,85
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2066.jpg,1920,1080,ball,1160,50,1213,89
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2548.jpg,1920,1080,ball,1057,22,1099,71
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:23:06.87.jpg,1920,1080,ball,1219,103,1290,174
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1706.jpg,1920,1080,ball,1104,50,1148,94
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:23:00.62.jpg,1280,720,ball,759,293,848,383
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0043.jpg,1920,1080,ball,853,45,890,80
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:19:53.77.jpg,1920,1080,ball,1065,301,1143,365
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:22:08.55.jpg,1920,1080,ball,1108,67,1168,126
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2035.jpg,1920,1080,ball,753,90,818,160
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:21:10.16.jpg,1920,1080,ball,554,499,786,727
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0069.jpg,1920,1080,ball,803,69,860,124
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:21:50.03.jpg,1920,1080,ball,949,100,1020,172
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1664.jpg,1920,1080,ball,1022,41,1069,89
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:16:57.13.jpg,1920,1080,ball,905,229,959,277
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2074.jpg,1920,1080,ball,1226,117,1305,191
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3367.jpg,1920,1080,ball,1103,34,1141,64
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:14:50.8.jpg,1920,1080,ball,871,213,1025,351
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3601.jpg,1920,1080,ball,1203,66,1259,118
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0731.jpg,1920,1080,ball,1022,38,1062,74
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1080.jpg,1920,1080,ball,827,53,869,90
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:25:32.4.jpg,1920,1080,ball,993,238,1040,287
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:19:17.63.jpg,1280,720,ball,536,515,632,618
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:22:33.55.jpg,1920,1080,ball,996,266,1053,325
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:26:02.07.jpg,1920,1080,ball,1326,245,1428,365
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2058.jpg,1920,1080,ball,1131,43,1167,83
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:22:30.68.jpg,1920,1080,ball,733,256,873,405
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3281.jpg,1920,1080,ball,1244,158,1323,243
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3681.jpg,1920,1080,ball,536,234,641,341
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2918.jpg,1920,1080,ball,643,125,701,196
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:26:01.87.jpg,1920,1080,ball,748,143,833,229
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:26:00.37.jpg,1920,1080,ball,1127,192,1232,312
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1651.jpg,1920,1080,ball,1169,94,1238,178
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2358.jpg,1920,1080,ball,1001,218,1046,253
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:24:27.6.jpg,1920,1080,ball,725,88,788,158
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3135.jpg,1920,1080,ball,939,48,1001,103
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:23:16.61.jpg,1280,720,ball,574,251,624,300
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:22:21.59.jpg,1920,1080,ball,813,302,884,383
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3138.jpg,1920,1080,ball,924,50,967,89
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1210.jpg,1920,1080,ball,1203,74,1273,148
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2819.jpg,1920,1080,ball,1604,446,1696,571
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3124.jpg,1920,1080,ball,732,73,787,136
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1793.jpg,1920,1080,ball,738,81,792,143
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:15:19.93.jpg,1920,1080,ball,658,222,761,322
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0060.jpg,1920,1080,ball,1175,250,1233,305
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:24:41.58.jpg,1920,1080,ball,1214,653,1457,932
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1574.jpg,1920,1080,ball,1138,48,1187,104
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:17:06.57.jpg,1920,1080,ball,1297,472,1497,672
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2477.jpg,1920,1080,ball,836,41,878,85
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:24:58.92.jpg,1920,1080,ball,995,61,1042,120
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:21:21.47.jpg,1920,1080,ball,1088,223,1125,264
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1872.jpg,1920,1080,ball,946,34,994,96
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:17:29.11.jpg,1920,1080,ball,1066,267,1126,334
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:23:27.03.jpg,1920,1080,ball,1148,247,1202,302
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:22:45.91.jpg,1920,1080,ball,458,615,623,792
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:19:03.27.jpg,1920,1080,ball,1006,72,1066,139
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1856.jpg,1920,1080,ball,1190,78,1252,127
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0507.jpg,1920,1080,ball,896,46,957,106
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2946.jpg,1920,1080,ball,825,62,873,106
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:18:50.45.jpg,1920,1080,ball,1127,335,1302,502
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3612.jpg,1920,1080,ball,1104,71,1162,131
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0951.jpg,1920,1080,ball,1153,50,1203,94
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:15:24.42.jpg,1920,1080,ball,1167,113,1238,188
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2249.jpg,1920,1080,ball,832,43,878,94
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:24:58.17.jpg,1280,720,ball,589,240,631,281
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0304.jpg,1920,1080,ball,952,25,990,69
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3167.jpg,1920,1080,ball,1036,34,1081,90
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0484.jpg,1920,1080,ball,787,59,827,111
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3176.jpg,1920,1080,ball,815,81,873,138
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:16:44.64.jpg,1920,1080,ball,1141,59,1197,121
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3575.jpg,1920,1080,ball,374,457,487,603
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image2367.jpg,1920,1080,ball,822,59,867,103
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0897.jpg,1920,1080,ball,801,53,852,97
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1113.jpg,1920,1080,ball,1080,46,1134,99
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:15:31.61.jpg,1920,1080,ball,1094,235,1142,286
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1416.jpg,1920,1080,ball,1087,57,1141,113
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:21:24.3.jpg,1920,1080,ball,1180,270,1304,398
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1227.jpg,1920,1080,ball,993,151,1086,238
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3874.jpg,1920,1080,ball,1146,43,1196,96
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3227.jpg,1920,1080,ball,1132,59,1192,113
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:18:54.86.jpg,1280,720,ball,561,329,642,413
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0990.jpg,1920,1080,ball,1336,229,1446,350
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:19:27.18.jpg,1920,1080,ball,1117,228,1157,278
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:16:41.05.jpg,1920,1080,ball,1063,39,1110,88
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0254.jpg,1920,1080,ball,548,243,657,343
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:17:27.4.jpg,1920,1080,ball,914,45,975,104
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:22:16.15.jpg,1920,1080,ball,1449,330,1535,423
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3104.jpg,1920,1080,ball,539,224,620,318
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:15:32.72.jpg,1920,1080,ball,1352,382,1434,465
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3209.jpg,1920,1080,ball,766,87,824,145
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1216.jpg,1920,1080,ball,792,52,841,94
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:14:53.06.jpg,1920,1080,ball,1030,219,1079,269
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:23:28.35.jpg,1920,1080,ball,1159,117,1252,203
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image0462.jpg,1920,1080,ball,724,85,780,132
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3819.jpg,1920,1080,ball,1324,166,1415,264
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:23:39.83.jpg,1920,1080,ball,847,239,900,293
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:14:33.8.jpg,1920,1080,ball,1192,57,1238,121
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:25:51.32.jpg,1920,1080,ball,956,106,1028,178
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:14:20.01.jpg,1280,720,ball,679,383,789,490
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3464.jpg,1920,1080,ball,1225,81,1280,146
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:16:57.71.jpg,1920,1080,ball,1129,65,1186,126
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image1631.jpg,1920,1080,ball,1057,73,1127,139
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:16:07.46.jpg,1920,1080,ball,868,51,931,116
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:22:34.32.jpg,1920,1080,ball,1127,214,1246,347
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:25:25.78.jpg,1920,1080,ball,914,35,981,96
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3820.jpg,1920,1080,ball,974,24,1011,73
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/Robot-31-07-2019 16:22:07.78.jpg,1920,1080,ball,1392,724,1586,955
/home/fei/RoboFEI-HT-VisionDebug/AI/Vision/Train/DNN/imagensTrain/image3562.jpg,1920,1080,ball,853,60,910,108
